2013-11-14,179.27,180.05,179.42,179.03,178.47,179.91,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,0,0,1
2013-11-15,180.05,179.42,179.03,178.47,179.91,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,0,0,1
2013-11-18,179.42,179.03,178.47,179.91,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,0,0,1
2013-11-19,179.03,178.47,179.91,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,0,0,1
2013-11-20,178.47,179.91,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,0,0,1
2013-11-21,179.91,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,0,0,1
2013-11-22,180.81,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,0,0,1
2013-11-25,180.63,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,0,0,1
2013-11-26,180.68,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,0,0,1
2013-11-27,181.12,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,0,0,1
2013-11-29,181.00,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,0,0,1
2013-12-02,180.53,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,1,0,0
2013-12-03,179.75,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,0,0,1
2013-12-04,179.73,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,0,0,1
2013-12-05,178.94,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,0,0,1
2013-12-06,180.94,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,1,0,0
2013-12-09,181.40,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,0,0,1
2013-12-10,180.75,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,0,0,1
2013-12-11,178.72,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,1,0,0
2013-12-12,178.13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,0,0,1
2013-12-13,178.11,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,0,0,1
2013-12-16,179.22,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,0,0,1
2013-12-17,178.65,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,0,0,1
2013-12-18,181.70,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,0,0,1
2013-12-19,181.49,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,183.64,0,0,1
2013-12-20,181.56,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,183.64,184.18,1,0,0
2013-12-23,182.53,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,183.64,184.18,184.30,0,0,1
2013-12-24,182.93,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,183.64,184.18,184.30,182.79,0,0,1
2013-12-26,183.86,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,183.64,184.18,184.30,182.79,178.89,0,0,1
2013-12-27,183.85,183.82,184.69,182.92,182.89,182.36,183.48,183.52,183.64,184.14,181.69,183.67,184.66,184.42,183.64,184.18,184.30,182.79,178.89,178.01,0,0,1
